2026-02-12 14:37:24.990 [main] INFO  org.example.App:12 - INFO message
2026-02-12 14:37:24.994 [main] WARN  org.example.App:13 - WARN message
2026-02-12 14:37:24.994 [main] ERROR org.example.App:14 - ERROR message
2026-02-12 14:37:24.994 [main] INFO  org.example.App:19 - User info: name=Alice, age=30
2026-02-12 14:37:24.997 [main] ERROR org.example.App:24 - Calculation error
java.lang.ArithmeticException: / by zero
	at org.example.App.main(App.java:22)
2026-02-12 15:23:27.320 [main] INFO  org.example.App:12 - INFO message
2026-02-12 15:23:27.321 [main] WARN  org.example.App:13 - WARN message
2026-02-12 15:23:27.321 [main] ERROR org.example.App:14 - ERROR message
2026-02-12 15:23:27.323 [main] INFO  org.example.App:19 - User info: name=Alice, age=30
2026-02-12 15:23:27.326 [main] ERROR org.example.App:24 - Calculation error
java.lang.ArithmeticException: / by zero
	at org.example.App.main(App.java:22)
2026-02-12 15:29:59.659 [main] INFO  org.example.App:14 - INFO message
2026-02-12 15:29:59.660 [main] WARN  org.example.App:15 - WARN message
2026-02-12 15:29:59.660 [main] ERROR org.example.App:16 - ERROR message
2026-02-12 15:29:59.661 [main] INFO  org.example.App:21 - User info: name=Alice, age=30
2026-02-12 15:29:59.662 [main] ERROR org.example.App:26 - Calculation error
java.lang.ArithmeticException: / by zero
	at org.example.App.main(App.java:24)
2026-02-12 16:02:00.176 [main] INFO  org.example.App:12 - INFO 级别消息：用户登录成功，userId=alice
2026-02-12 16:02:00.179 [main] WARN  org.example.App:13 - WARN 级别消息：磁盘空间剩余不足，当前剩余 1.2 GB
2026-02-12 16:02:00.180 [main] ERROR org.example.App:14 - ERROR 级别消息：数据库连接超时，重试次数=3
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：0，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：1，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：2，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：3，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：4，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：5，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：6，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：7，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：8，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：9，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：10，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.181 [main] INFO  org.example.App:18 - 模拟业务日志，序号：11，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.182 [main] INFO  org.example.App:18 - 模拟业务日志，序号：12，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.182 [main] INFO  org.example.App:18 - 模拟业务日志，序号：13，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.182 [main] INFO  org.example.App:18 - 模拟业务日志，序号：14，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.182 [main] INFO  org.example.App:18 - 模拟业务日志，序号：15，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.182 [main] INFO  org.example.App:18 - 模拟业务日志，序号：16，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.182 [main] INFO  org.example.App:18 - 模拟业务日志，序号：17，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：18，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：19，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：20，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：21，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：22，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：23，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：24，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：25，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：26，内容：这是一条测试日志，用于触发日志文件滚动。
2026-02-12 16:02:00.183 [main] INFO  org.example.App:18 - 模拟业务日志，序号：27，内容：这是一条测试日志，用于触发日志文件滚动。
